repo_name,total_resources,resource_types,nested_stacks,cross_stack_refs,custom_resources,sam_transforms,parameters,conditions,has_terraform,cfn_lines,aws_account_ids,app_ids
agentcore_strands,21,AWS::DynamoDB::Table|AWS::Logs::LogGroup|AWS::S3::Bucket|AWS::Serverless::Function,0,0,0,true,2,0,false,425,none,none
app-migration-plato-jobs,4,AWS::Serverless::Function|AWS::Serverless::LayerVersion,0,0,0,true,0,0,true,90,none,none
eweb-backup-get-apis,215,AWS::CloudWatch::Alarm|AWS::CloudWatch::AnomalyDetector|AWS::IAM::Role|AWS::OpenSearchServerless::AccessPolicy|AWS::Serverless::Api|AWS::Serverless::Function|AWS::Serverless::LayerVersion|AWS::SSM::Parameter,0,0,0,true,15,3,false,5452,none,none
aws-oih-fis,27,AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::FIS::ExperimentTemplate|AWS::IAM::InstanceProfile|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Logs::LogGroup|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,0,false,2,0,false,1113,none,none
pge-ecm-pwtodctm-emailnotification,8,AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,0,0,0,false,1,0,false,271,none,none
ew-post-apis,77,AWS::ApiGateway::UsagePlan|AWS::CloudWatch::Alarm|AWS::IAM::Role|AWS::Serverless::Api|AWS::Serverless::Function|AWS::Serverless::LayerVersion|AWS::SSM::Parameter,0,0,0,true,1,1,false,2346,none,none
meteorology-operations,947,AWS::ApplicationAutoScaling::ScalableTarget|AWS::ApplicationAutoScaling::ScalingPolicy|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::DynamoDB::Table|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::Glue::Crawler|AWS::Glue::Database|AWS::Glue::Job|AWS::Glue::Table|AWS::Glue::Trigger|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::EventInvokeConfig|AWS::Lambda::EventSourceMapping|AWS::Lambda::Permission|AWS::Lambda::Version|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBInstance|AWS::RDS::DBParameterGroup|AWS::RDS::DBSubnetGroup|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::Serverless::LayerVersion|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter,0,1,0,true,28,28,false,28575,034420808610|075683794790|104891172899|123901341784|336392948345|850755775074|865440211801|868907362424|900405192347|967517989313,none
eweb-auth-lambda,94,AWS::CloudWatch::Alarm|AWS::CloudWatch::AnomalyDetector|AWS::IAM::Role|AWS::Serverless::Api|AWS::Serverless::Function|AWS::Serverless::LayerVersion|AWS::SSM::Parameter,0,0,0,true,1,3,false,2881,none,none
Meteorology-Model-Integration,441,AWS::EFS::AccessPoint|AWS::EFS::FileSystem|AWS::EFS::MountTarget|AWS::Events::Rule|AWS::Glue::Connection|AWS::Glue::Crawler|AWS::Glue::Database|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::Serverless::Function|AWS::SSM::Parameter|AWS::StepFunctions::Activity|AWS::StepFunctions::StateMachine,0,0,0,true,14,6,false,12488,336392948345|967517989313,none
meteorology-alpha,140,AWS::Events::Rule|AWS::Lambda::Permission|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,8,3,false,2034,336392948345,none
aws-transit-pan,24,AWS::AutoScaling::AutoScalingGroup|AWS::AutoScaling::LifecycleHook|AWS::EC2::LaunchTemplate|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy,0,48,1,false,1,0,false,1877,100538557244|223104556128|242937548904,APP-2102
pge-ecm-crm-efscsi-05,6,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::EFS::FileSystem|AWS::EFS::MountTarget,0,0,0,false,1,0,false,68,none,none
gis-geomartcloud-wsoc-hawc-wiv-ui,2,AWS::CloudFormation::Interface|AWS::CloudFront::Distribution|AWS::IAM::Role|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SSM::Parameter|AWS::WAF::IPSet|AWS::WAF::Rule|AWS::WAF::WebACL|AWS::WAFRegional::IPSet|AWS::WAFRegional::Rule|AWS::WAFRegional::WebACL,0,2,2,false,3,4,false,788,514712703977, !Ref
gis-geomartcloud-pspsv4-batch-event-reports,44,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ECS::TaskDefinition|AWS::IAM::Role|AWS::Lambda::EventSourceMapping|AWS::Lambda::Function|AWS::Logs::LogGroup|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,2,0,false,2622,none, !Ref|APP-2324
psps-viz-project-infra,307,AWS::Amplify::App|AWS::Amplify::Branch|AWS::ApiGateway::Account|AWS::ApiGatewayV2::ApiMapping|AWS::ApiGatewayV2::DomainName|AWS::CloudFormation::Interface|AWS::CloudFront::Distribution|AWS::CodeBuild::Project|AWS::CodeBuild::SourceCredential|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::Elasticsearch::Domain|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::IAM::ServiceLinkedRole|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::Logs::ResourcePolicy|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,7,false,20,6,false,5741,260188172524|435785788682|471986645812|514712703977|686137062481|725887861453|740871259156|972333128287,none
aws-dash-windev,0,AWS::SSM::Document,0,0,0,false,0,0,true,262,686137062481,APP-3216
pge-ecm-crmbus-agentservice,28,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::ECR::Repository|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,4,16,false,4074,none,none
pge-ecm-crm-aws-load-balancer-controller-09,0,AWS::IAM::ManagedPolicy,0,0,0,false,0,0,false,150,none,none
aws-privatelink-elb-aigateway,29,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,0,2,false,2,6,false,1615,242937548904|514712703977|686137062481,APP-2102
aws-privatelink-elb,43,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,0,2,false,4,7,false,2797,242937548904|514712703977|686137062481,APP-2102
eimule-rtf,35,AWS::CloudFormation::Interface|AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::IAM::InstanceProfile|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::IAM::ServiceLinkedRole|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBInstance|AWS::RDS::DBParameterGroup|AWS::RDS::DBSubnetGroup|AWS::S3::Bucket|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::SSM::Parameter,0,2,2,false,7,5,true,1874,514712703977,APP-3459
gis-geomartcloud-pspsv4-batch-epssevent,17,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ECS::TaskDefinition|AWS::IAM::Role|AWS::Lambda::EventSourceMapping|AWS::Lambda::Function|AWS::Logs::LogGroup|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,0,0,0,false,1,0,false,1239,none, !Ref|APP-2753
gis-geomartcloud-pspsv4-api-event-reports,18,AWS::ApiGateway::Authorizer|AWS::ApiGateway::Deployment|AWS::ApiGateway::GatewayResponse|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::IAM::Role|AWS::Lambda::Function|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter,0,0,0,false,1,2,false,1054,none, !Ref|APP-2324
aws-fis-chaos,28,AWS::AutoScaling::AutoScalingGroup|AWS::CloudFormation::Interface|AWS::CloudWatch::Dashboard|AWS::EC2::LaunchTemplate|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::ElastiCache::ReplicationGroup|AWS::ElastiCache::SubnetGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::FIS::ExperimentTemplate|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::Lambda::Function|AWS::Logs::LogGroup|AWS::RDS::DBCluster|AWS::RDS::DBInstance|AWS::RDS::DBSubnetGroup|AWS::SecretsManager::Secret,0,0,2,false,6,0,true,2068,514712703977,APP-3373
aws-iam-service-account-kiosk,24,AWS::CloudFormation::Interface|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,1,3,true,1280,188619942792|514712703977|686137062481,none
Internaltesting-stco,8,AWS::Serverless::Function,0,0,0,true,0,0,false,160,none,none
pge-secinfra,1,AWS::CloudFormation::Interface|AWS::EC2::Instance|AWS::EC2::PrefixList|AWS::EC2::SecurityGroup|AWS::EC2::VPC|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::SQS::Queue|AWS::SQS::QueuePolicy,0,0,0,false,1,3,true,916,801458782278|925741509387,APP-2102
aws-landing-zone,305,AWS::CloudFormation::Designer|AWS::CloudFormation::Interface|AWS::CloudTrail::Trail|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::Config::AggregationAuthorization|AWS::Config::ConfigRule|AWS::Config::ConfigurationRecorder|AWS::Config::DeliveryChannel|AWS::Config::OrganizationConfigRule|AWS::Config::RemediationConfiguration|AWS::EC2::CustomerGateway|AWS::EC2::DHCPOptions|AWS::EC2::FlowLog|AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::NetworkAcl|AWS::EC2::NetworkAclEntry|AWS::EC2::Route|AWS::EC2::RouteTable|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::SubnetNetworkAclAssociation|AWS::EC2::SubnetRouteTableAssociation|AWS::EC2::Volume|AWS::EC2::VPC|AWS::EC2::VPCEndpoint|AWS::EC2::VPCGatewayAttachment|AWS::EC2::VPCPeeringConnection|AWS::EC2::VPNConnection|AWS::EC2::VPNGateway|AWS::EC2::VPNGatewayRoutePropagation|AWS::GuardDuty::Detector|AWS::GuardDuty::Master|AWS::GuardDuty::Member|AWS::IAM::AccessKey|AWS::IAM::Group|AWS::IAM::InstanceProfile|AWS::IAM::ManagedPolicy|AWS::IAM::OIDCProvider|AWS::IAM::Role|AWS::IAM::User|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::RDS::DBInstance|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::ResourcePolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,0,2,4,true,44,26,false,11954,034420808610|041353061312|138848189333|164755717202|188619942792|475127820549|492767339083|514712703977|544493749271|654839913762|686137062481|739846873405|743717200918|801458782278|868907362424|900405192347|925741509387, !Ref|APP-1401|APP-1593|APP-2077|APP-2102|APP-2223|APP-2325
oih-cfn-ec2,10,AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,1,0,false,490,none,none
meteorology-serverless-api,952,AWS::ApiGateway::Account|AWS::ApiGateway::ApiKey|AWS::ApiGateway::Deployment|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::UsagePlan|AWS::ApiGateway::UsagePlanKey|AWS::ApiGatewayV2::ApiMapping|AWS::ApiGatewayV2::DomainName|AWS::ApplicationAutoScaling::ScalableTarget|AWS::ApplicationAutoScaling::ScalingPolicy|AWS::Athena::WorkGroup|AWS::CloudFormation::Designer|AWS::DynamoDB::Table|AWS::EC2::SecurityGroup|AWS::EC2::VPCEndpoint|AWS::Glue::Database|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Serverless::Api|AWS::Serverless::Function|AWS::Serverless::LayerVersion|AWS::SSM::Parameter,0,0,29,true,65,23,false,26528,336392948345|514712703977|686137062481|967517989313,none
ccsp-cdp-cdcdm-module,3,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,1,0,false,280,720720378559,none
ccsp-cdp-config-module,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,0,false,3,0,false,1185,720720378559,none
ccsp-cdp-error-retry-orchestrator-v2,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,531,720720378559,none
gis-geomartcloud-pspsV4-etl-datasync,10,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Glue::Job|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,0,0,0,true,1,0,false,695,none, !Ref|APP-2324
psps-viz-lambda,13,AWS::IAM::Role|AWS::Serverless::Api|AWS::Serverless::Function|AWS::Serverless::LayerVersion|AWS::SSM::Parameter,0,0,0,true,0,0,false,646,725887861453,none
ccsp-cdp-db-extensions,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,0,false,2,0,false,737,720720378559,none
meteorology-ec2-automation,206,AWS::CloudFormation::CustomResource|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::VolumeAttachment|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,6,true,14,9,false,6454,850755775074|967517989313,none
ccsp-cdp-ogg-metrics-monitoring-function,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,1061,580247275435|720720378559|780761660372|846113385035|901920570463,APP-2395
ccsp-cdp-cdcdm-batch-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,530,720720378559,none
terraform-cicd-pipeline-ref,4,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticBeanstalk::Application|AWS::ElasticBeanstalk::Environment|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::S3::Bucket,0,0,0,false,1,0,true,338,none,none
ccsp-cdp-item-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,536,720720378559,none
pge-crm-ecm-db-scripts,60,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodeStarNotifications::NotificationRule|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,4,0,false,1528,none,none
aws-transit-public-nlb-mule-cloudhub,39,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter,0,19,1,false,2,21,false,5274,242937548904|514712703977|686137062481|757620174545,APP-2102
pge-ecm-crm-ebscsi-07,0,AWS::IAM::ManagedPolicy,0,0,0,false,0,0,false,46,none,none
pge-ecm-crm-infra-cname,8,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,0,0,1,false,2,0,false,463,514712703977,none
aws-cfn-rhelimagebuilder,159,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::ImageBuilder::Component|AWS::ImageBuilder::DistributionConfiguration|AWS::ImageBuilder::ImagePipeline|AWS::ImageBuilder::ImageRecipe|AWS::ImageBuilder::InfrastructureConfiguration|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Document|AWS::SSM::Parameter,0,0,0,false,18,8,false,5906,686137062481,none
aws-cfn-imagebuilder,106,AWS::CloudFormation::Interface|AWS::DynamoDB::Table|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::Events::Rule|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::ImageBuilder::Component|AWS::ImageBuilder::DistributionConfiguration|AWS::ImageBuilder::ImagePipeline|AWS::ImageBuilder::ImageRecipe|AWS::ImageBuilder::InfrastructureConfiguration|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SSM::Document|AWS::SSM::Parameter,0,0,0,false,14,4,false,4143,137112412989|514712703977|686137062481,none
ccsp-cdp-getrates-v2-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,1020,580247275435|720720378559|780761660372|901920570463,APP-2395
ccsp-cdp-aws-infrastructure,165,AWS::ApiGatewayV2::Api|AWS::ApiGatewayV2::Authorizer|AWS::ApiGatewayV2::Integration|AWS::ApiGatewayV2::Route|AWS::ApiGatewayV2::Stage|AWS::AppFlow::ConnectorProfile|AWS::AppFlow::Flow|AWS::Athena::DataCatalog|AWS::Athena::WorkGroup|AWS::Batch::ComputeEnvironment|AWS::Batch::JobDefinition|AWS::Batch::JobQueue|AWS::CloudFormation::Interface|AWS::CloudWatch::Dashboard|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::DMS::Endpoint|AWS::DMS::ReplicationInstance|AWS::DMS::ReplicationSubnetGroup|AWS::DynamoDB::Table|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::EC2::VPCEndpoint|AWS::ECR::Repository|AWS::ElastiCache::ReplicationGroup|AWS::ElastiCache::SubnetGroup|AWS::ElastiCache::User|AWS::ElastiCache::UserGroup|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::Events::Rule|AWS::Glue::Crawler|AWS::Glue::Database|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Kinesis::Stream|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBInstance|AWS::RDS::DBParameterGroup|AWS::RDS::DBProxy|AWS::RDS::DBProxyEndpoint|AWS::RDS::DBProxyTargetGroup|AWS::RDS::DBSubnetGroup|AWS::Redshift::Cluster|AWS::Redshift::ClusterParameterGroup|AWS::Redshift::ClusterSubnetGroup|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::Serverless::Application|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SQS::Queue|AWS::SSM::Parameter,0,0,0,true,23,5,false,16363,292517598671|720720378559|780761660372|972333128287,APP-2395
ccsp-cdp-conversion,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,530,720720378559,none
ccsp-cdp-reconciliation-module,3,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,1,0,false,357,720720378559,none
customer-ch2-mulesoft-cloudformation-templates,22,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::SSM::Parameter,0,0,0,false,4,0,false,1774,none,none
pge-ecm-crmbus-preprocess-agentservice,28,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::ECR::Repository|AWS::IAM::Policy|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,4,16,false,4073,none,none
pge-ecm-dnrs-lambda,34,AWS::ApiGateway::Account|AWS::ApiGatewayV2::ApiMapping|AWS::ApiGatewayV2::DomainName|AWS::CloudFormation::Interface|AWS::CloudFront::Distribution|AWS::CloudFront::OriginAccessControl|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Lambda::Url|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Api|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,5,true,7,2,false,3945,514712703977|686137062481,APP-2481
meteorology-forecast-verification,67,AWS::Events::Rule|AWS::Glue::Crawler|AWS::Glue::Database|AWS::Lambda::EventInvokeConfig|AWS::Lambda::Permission|AWS::Lambda::Version|AWS::S3::Bucket|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,5,4,false,1256,336392948345,none
aws-lz-account-deprovisioning-automation,7,AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::SES::ConfigurationSet|AWS::SES::Template|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,0,0,0,false,3,0,false,1786,none,none
Meteorology-Prerequisites,278,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::EC2::VPCEndpoint|AWS::EFS::AccessPoint|AWS::EFS::FileSystem|AWS::EFS::MountTarget|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::Serverless::Function|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SSM::Parameter,0,0,2,true,13,47,false,7176,514712703977|657450524601|686137062481|813471756689|850755775074|865440211801|925741509387|967517989313|972333128287,APP-2102
Meteorology-Foundation,189,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::SNS::Topic|AWS::SSM::Parameter,0,0,0,false,14,0,false,6472,850755775074|967517989313,none
pge-crmbus-trigger-schedulejob-lambda,32,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,0,0,0,true,4,2,false,2578,138871512076,APP-2481
pge-ecm-crmbus-postprocess-agent-queue,10,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::EventSourceMapping|AWS::Lambda::Function|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter,0,0,0,true,2,1,false,1120,138871512076,APP-2481
mulecertexpiredpurge,2,AWS::Serverless::Function,0,0,0,true,0,0,false,107,none,APP-3459
mulecertrenewalnotification,2,AWS::Serverless::Function,0,0,0,true,0,0,false,125,none,APP-3459
aws_cfs_agencypledge_api,60,AWS::ApiGateway::ApiKey|AWS::ApiGateway::GatewayResponse|AWS::ApiGateway::UsagePlan|AWS::ApiGateway::UsagePlanKey|AWS::ApiGatewayV2::ApiMapping|AWS::ApiGatewayV2::DomainName|AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::IAM::Role|AWS::Lambda::Function|AWS::Logs::MetricFilter|AWS::Serverless::Api|AWS::Serverless::Function|AWS::SNS::Topic|AWS::SSM::Parameter,0,0,1,true,4,0,false,2865,514712703977|686137062481,APP-2763
